0	-0.0400409	0.249496	241264	77053	0.236097
0	0.0175425	0.224559	234740	148190	2.4095
0	-0.00958639	0.164548	241460	197358	-3.62965
0	0.00803152	0.0867179	237154	216783	3.10666
0	0.0900152	0.136879	247390	227644	-5.1317
0	-0.00948898	0.0828054	258972	252156	4.68939
0	-0.0181468	0.0848094	247082	238345	-3.21271
0	-0.0114062	0.0765212	246352	243938	-2.1646
0	-0.0432298	0.0192197	259160	256275	3.7166
0	-0.0218141	0.284745	237498	69485	-0.420988
0	-0.0163247	0.264853	234368	146006	1.36556
0	-0.013649	0.189213	245944	183299	-0.458187
0	0.0719764	0.150603	225174	201390	-3.96507
0	0.0547942	0.149435	240478	225858	-8.40053
0	0.0387565	0.128609	230564	216815	4.86959
0	0.0233535	0.100591	236836	228769	-3.4918
0	-0.0139503	0.0399559	246998	243895	1.7277
0	-0.00897799	0.0776602	243498	239308	-1.78917
0	0.0137789	0.23618	238302	70972	-0.465021
0	-0.00588978	0.221027	233546	130670	0.595996
0	-0.0175952	0.221988	247422	184846	1.6356
0	-0.0238195	0.131517	243826	219597	-1.60981
0	-0.0363857	0.107165	244412	228584	5.56531
0	-0.0399381	0.0768456	240764	231913	6.33695
0	0.0175666	0.100967	244454	236787	4.42454
0	-0.00460173	0.0242818	240406	238819	5.18515
0	0.0246981	0.0452691	259194	256598	-4.87409
0	-0.0124362	0.233184	252692	88640	-0.912571
0	-0.0242346	0.265097	228648	139904	-0.528402
0	-0.00349096	0.228029	244906	189028	-0.394206
0	-0.0340149	0.147708	235370	212737	-1.1008
0	-0.0259719	0.0801365	240822	229216	6.11289
0	-0.0265775	0.0696654	240656	229991	6.34571
0	0.0649995	0.0521258	242970	238175	-3.76668
0	-0.00752176	0.0415906	238176	235686	-2.16739
0	0.0352966	0.143673	231358	227909	-6.62708
0	0.0221949	0.265957	249168	78441	-0.210648
0	0.0101215	0.210528	250616	142472	-1.23271
0	0.00330001	0.237075	228794	172138	-0.42419
0	0.000357123	0.153971	228106	193203	-5.12171
0	0.0977891	0.35436	242472	228355	-15.5365
0	-0.00481631	0.0775653	237918	226879	13.1257
0	-0.0231337	0.0772755	246824	240760	-3.12361
0	0.0118653	0.0706298	254170	249005	2.58024
0	0.0124328	0.000203603	240632	240076	1.48732
0	0.0124001	0.296117	238836	74946	0.132697
0	0.0388543	0.231729	239328	134862	-2.00869
0	0.0217089	0.237738	242826	190132	-1.67212
0	0.0243526	0.143588	234930	208890	-6.02236
0	-0.0200798	0.249448	235920	216471	1.52553
0	0.0278841	0.155591	227362	216898	4.14444
0	-0.00575747	0.0963732	233690	225602	0.81245
0	-0.0773435	0.0506622	227796	223009	18.7476
0	-0.0167859	0.0471515	265678	262618	2.81034
0	-0.00348335	0.257552	245566	71755	-0.502312
0	0.0197876	0.260701	224408	121782	-1.01954
0	-0.0192986	0.211458	239098	178712	4.72219
0	0.0496489	0.140775	243842	212582	1.3918
0	0.00841215	0.143085	238940	220458	5.84638
0	-0.0471168	0.093754	241342	233424	7.11331
0	-0.000569056	0.0821911	246964	239705	4.50558
0	0.0338048	0.0952807	251394	244744	-2.52722
0	-0.0157065	0.0485621	252162	249595	8.32728
0	0.0337128	0.255214	250690	74624	-0.612427
0	-0.0156629	0.202365	239786	144299	-0.460792
0	-0.00345745	0.211059	240166	183258	-0.14338
0	0.0301494	0.187878	241924	207345	-10.3308
0	-0.00348749	0.0897301	247522	232976	-2.66561
0	0.0875566	0.104452	242872	232539	-9.25096
0	0.0587396	0.0954193	250042	240468	-1.30767
0	-0.091484	0.0841603	252148	246201	4.41093
0	0.0162715	0.0135034	254196	252775	-5.8793
0	0.0026623	0.255722	232178	74300	0.763789
0	-0.0282976	0.214233	243694	142781	-0.209996
0	0.0325094	0.261625	246256	184076	-3.19578
0	0.0177245	0.187336	238656	205215	-0.740811
0	-0.0764994	0.10153	243202	228863	3.19161
0	0.00998873	0.0861151	231926	221777	4.14966
0	-0.0179806	0.130206	247112	238672	2.15289
0	0.0275882	0.0610667	234022	230389	-7.89258
0	-0.034926	0.0061736	245428	243939	2.01963
0	0.0477725	0.23618	237608	65158	-1.24856
